,title,stars,date,r_title,text
10,Moana,7,12 April 2017,Eeeesh...,"Oh... my... word...A girl wants to go where her dad won't let her, wants to do what her dad won't let her. Hmm.. sound familiar? Little Mermaid, Aladdin, Poca... Pocahontas, Mulan, Brave and just about every modern Disney. Let's look at gender then Disney, seeing as you're OBSESSED with it:Male characters: Dad - scared, repressive, short-sighted, wrong. Demi-God chap - selfish, conceited, vain, ineffective, emotionally repressed, thief. Crab - as above (I'm assuming he's male). Coconut Pirates - murderous but ineffectual (I'm assuming their male).Female characters: Moana - bright eyed, aspirational, quick learner, visionary, empathetic, brave, strong, amazing, indefatigable, indomitable, perceptive. Granny - as above plus supernaturally gifted. Earth Goddess thingy - was only trying to kill people because the male character had robbed her of her precious.Yawn. Increasingly Disney is working as a SJW - righting perceived inbalances in society. They have obviously perceived a gender imbalance biased towards males in society and have therefore produced their own version of the world where the gender imbalance is biased heavily and totally towards the females. Everything else in the film is nice ."
11,Moana,2,30 November 2016,About the most boring movie I've seen in my life.,"Personally, I thought this movie was boring, so boring to where there were only a couple jokes I found somewhat funny the entire movie, yes this is one of those more song driven movies that are with very little humor, it also appeared as the people I went with(which one of them was a little kid who was laying on one of our arms for half the movie and it wasn't late either, it started at like 12:50 PM I think) wasn't that into it either. First, about the first hour before she got on her adventure was extremely boring, not much was happening and it was all just her not wanting to go, actually during this time, I was so bored, that I went to the bathroom and took my time(usually I run to get back to the movie) and when I got out, I actually got on my phone and looked at how ""bad"" the reviews would be for this movie, it turns out I was very wrong, it has very good reviews and I was surprised. When I got back in there, a little later it got slightly more interesting after she got on her boat, but it still was pretty boring, I even went to the bathroom a second time even though I probably could've held it. I don't think I've been to a more boring movie in my life, the songs seemed pretty generic and I know at least 1 repeated itself later on the movie. I personally didn't care for Frozen either though which I think is the market this is aimed for. This is honestly making me start to lose hope in Disney, I think they've done messed up TV, and now they're messing up movies it seems. I think it is overrated but that's just my opinion. All I can say is that if you like Frozen, you'd probably like this movie. But if you didn't care for Frozen, you'd probably find this one of the most boring movies of your life. I don't even think it's me outgrowing cartoons, I like cartoons but this is just boring, I think it may be they're all aimed for little kids(probably little girls for this one) now, whatever happened to family movies. This movie was so boring, that I was literally able to tell what kind of plot it has, it has a Hero's Journey plot in case you're wondering, I know a lot of movies have the plot, but it's not supposed to be this plain obvious to where I can tell either while or right after I watched the movie. I also think this being about some fictional religion was just weird, like how were the islanders in trouble when the darkness was like halfway around the world, then why would that goddess be that thing that was trying to kill them, it would make more since if we could've saved 10 minutes by her just saying to give her the thing then and that she was the goddess but no, gotta make it obvious about that Hero's Journey plot, seriously. So overall I wouldn't recommend this movie to hardly anyone unless they like Frozen and I personally find this movie very overrated."
12,Moana,1,23 November 2016,Please Stop Singing,"Another typical Disney movie of princess, magic, spells, curses, and CONFUSION. I wont spoil it but if you like musical girlie types like FRozen then you'll probably love this. Otherwise, trust me you will be like whats going on? Why is this taking so long? get to the point already. It just drags and drags and drags. It is also somewhat predicable..you'll see what i mean if you go see this. But i HIGHLY recommend you Don't waste your time and money on this movie. If you really want to see it that bad..wait for the DVD...trust me it isn't worth it. At one point in the movie even The Rock says please stop singing. Two good things i can say. The short story before the movie started was outstanding. Its called Inner Workings. Absolutely amazing and well done. Moana also exhibits incredible computer animation. Other than that IT IS A HUGE DISAPPOINTMENT. I warned you!"
13,Moana,3,11 March 2017,Cookie Cutter Story Again,"Moana is simplistic plot. Surround a young quasi-islander girl with a big over-weight quasi-demi-god, a few animal ""friends"", a father afraid of going out beyond the reef because his friend drowned? and a need to return a stone to its source because that demi-god stole it? while disrespecting the father/chief? and becoming a leader of the people before the father dies? of which, women weren't allowed to be chiefs?Disney's ability to dilute any folklore is well-known, in order to make a quick buck by selling junk merchandise to kids. The tattoo suit was a terrible idea, but kudos for pulling it off the shelf quickly.Disney has a habit also of producing ""girl power"" movies, which I find to be cookie-cutter style. Disney has found a formula and they rinse-repeat with the characters, music and script. Recently this has been true with movies like Frozen, Tangled and Brave.In the meantime, Disney ignores the male lead role with the ability to change and overcome challenges in life. (12) movies in the past have featured male leads but none of which meet the standards set forth today by Disney standards for female lead roles. No, I don't include Pixar movies.Of those (12) movies, only two have meaningful scripts and two have sad endings. Peter Pan (1953), Sword in Stone (1963), Jungle Book (1967/2016), Black Cauldron (1985), Aladdin (1992), Hunchback (1996), Hercules (1997), Tarzan (1999), Emperor's New Groove (2000), Treasure Planet (2002), Brother Bear (2003), Meet Robinson's (2007). I could really dig deep and trash this movie for all the things they got wrong, but I'm going to skip it and just point out the few things I liked about the movie.(1) The animation is good. (2) The movie is about the Pacific Islanders. (meh) There was one tune I thought was catchy, the rest were crapThat's it. The rest of the movie is junk to me. It is a cookie- cutter movie with the same theme, with the same songs, with the same direction. Sure there are some amusing parts of the movie, but over all I really didn't care for it.I also was disappointed in the use of ""Disney staff from the Disney resort"" who are of native heritage for the bonus features. It became obvious to me that Disney was doing a fluff piece to show the general public that ""islanders"" love working on the movie, which is a partial truth.Overall this movie is an amusing production which will satisfy the little kids and the simpletons. If Disney really wanted to make a movie about diversity they could make the same movie about a gay boy trying to be chief after his father dies."
14,Moana,4,31 December 2016,"Kids liked it OK, I thought it was forgettable","Animation is good (except surely not all Polynesians are so stocky and have such large cankles???). I liked the Moana character and her outfit was cute. Maui not so much, such an overblown caricature it was ridiculous!!! My 9 year old granddaughter thought his moving tattoos were silly. She and her 7 year old brother enjoyed it OK, but I doubt if they would want to see it again. I know I don't!! The plot was formulaic and none of the characters (except Moana) were memorable. I don't recall any memorable songs, either. The movie needed a MUCH better plot and more in-depth characters. Go back to the drawing board, Disney!! Some of my granddaughter's old Barbie movies (like ""Pegasus"") had better and more memorable stories!!"
15,Moana,3,3 December 2016,"Beautiful animation, predictable storyline","A friend and I went with the kids to watch Moana last night. I loved seeing Polynesian islands in animation again. The scenery is beautiful--much more of it, and more vivid compared to Lilo and Stitch. The storyline was typical Disney, of course. I feel like I've seen this movie a dozen times before. I would add that I am getting tired of seeing male characters portrayed as cowardly, ignorant, and/or irresponsible. This movie succeeds in that aspect, which is disappointing. Having sons, it would be nice to see a movie where a young man is the hero. Instead, we seem to find thattoo many of Disney's children's movies feature a heroine with weak male characters around her. Other than the above-mentioned observation and the glorifying of pagan belief systems, it was an entertaining and uplifting movie."
16,Moana,1,31 January 2017,Bad Message on Parenthood,"Unlike ""Bolt"" and ""Zootopia"", Disney tried again another musical, i.e., people singing instead of talking. That apart, unlike other Disney musicals, e.g., ""Mulan"" and ""Tangled"", the songs in this film are very repetitive. I lost count of how many time the main character's song is reprised, with maybe slightly different lyrics every time, but I stopped caring after the second one. The explorer's song, one of the few with Polynesian language thrown-in and that doesn't sound like a cheap Western European cartoon musical, is somewhat ""fine"", although also repeated unnecessarily too many times. Maui's and Tamatoa's songs are happily jazzy and unfitting with the film, but helped me to survive till the obvious ending.Yes, the ending is squarely obvious after the first few minutes, just after the story of Maui's deed is told. The producers tried to make it less obvious by hiding the spiral on Te Ka's chest, but it's a Disney cartoon, who couldn't tell that Maui would come back to help (actually, who couldn't tell he would eventually ditch Moana in the worst possible situation, just to raise the ""thrill""?), who couldn't tell that it would be Moana to fix everything (and not Maui, despite all his godly powers), who couldn't tell that it would have a perfectly colossal happy ending...?! Even the only character to die returns Obi-Wan-Kenobilistically to help Moana (what just makes sense, I guess, as Disney now owns the Star Wars franchise). Seriously, spoilers? Disney created a type of film which makes all spoilers simply meaningless (like, who couldn't tell the ending of ""Frozen"" just by seen the poster, with the two sisters side by side?) Granted happy ending is not fun, at all (and no, watching ""how"" the characters get there is not enough nowadays for enjoyment, this is not opera, this is cinema).Maui is by far the best character, but just like Indiana Jones in ""Raiders of The Lost Ark"", absolutely unimportant for the plot (except for stealing the heart of Tahiti, oops, ""Te Fiti"", which any other unrelated character could have done, any and everything he did was useless to change the course of the story). Maui's self-conscious line asking Moana not to start singing was funny, but the fun vanished swiftly as the songs restarted filling up the space where actual story should be. I have to regard Heihei, the chicken, funny, although fully useless, too (don't worry, if it wasn't there, the stone would have fallen in the ocean, and it would have returned it to Moana, just like it did before).Why is Moana the main character? There was no need for the character to be female, unlike Mulan or Merida. For the plot, Moana could be a shrimp, it wouldn't make any difference. I guess Disney wants to sell more toys to girls, and that's all. According to psychologists, men have a need to outstand, women have a need to fit in (this is not Wikipedia, you look for the references!) Thus, boys take any crap you throw at them, as long as it has flashy LED's and makes a lot of noise. Girls are usually more picky, they use to choose what appeals to them somehow (even if only because ""everybody at school has one""). Heroines have a better chance to sell them anything, I suppose, so there comes another female leading character. Do you doubt it? Disney went as far as making Maui literally label Moana as a ""princess"", what she vehemently denies, just to make it sink even deeper in the brains of the young. That's pure evil!Talking about evil, why are the parents always the evil people that don't let the heroine be, well, heroic (or even have a little fun)?! It had to be the fun-funny-and-cool, sweeter-than-honey, always friendly/compassionate, knowing-better-than-the-parents Grandmother the one to help Moana. Granny inflamed her desire to disobey her father's orders, which almost got herself drowned, what was exactly what he was trying to save her from (what is also completely nonsensical, as the ocean for far too many times saves her and others from drowning, to the point I stopped worrying that any character could die). That was a very evil message, that anyone can be a better friend than the parents. Sure, there are bad parents out there, but that was clearly not the case, as he was trying to protect her. Disney poisoning!The plot has so many holes (some of which I have already exposed) that the ending is almost detached from the rest of the film. For example, why didn't the ocean simply return the stone to Te Fiti, why did it need a human to do the job? Moana wouldn't be able to do it without the help of the ocean, which opened a path to Te Ka.The background message, ""don't mess with Nature"", was weak, far below ""Mononoke Hime"" or even ""Over The Hedge"". It's absolutely unbelievable that this film got such high scores. Those scores tell much more about the ""status quo"" of contemporary society than the film's quality.Why do I bother coming here to blemish this film? Because it's an evil film, by an evil corporation, watched by too many children out there."
17,Moana,2,3 December 2016,Moan Of A Movie,"Disney is such a cliché. This must be the most over-hyped crap of a movie since Frozen. Was Jar Jar Abrams also involved in this? That's how bad and formulaic this thing is.I cannot believe the people who give this a perfect score. is it the first and only film they have seen? This is an awful movie. The first 2/3 of it are just frantic, predictable cultural jokes, and near the end it becomes an awkward mix between true romance/drama and slapstick heroism with the standard-issue 2015/2016 females lead cliché (Ghostbusters, Maleficient, Frozen, Star Wars, X-Men, etc.). Don't be fooled by the long list of great reviews here...they are not reviews they are indications of low class of the writers who compensate for their inadequacies. I'm not even sure what the merit of yet another Disney princess film is, it's so bad. Not recommended unless you are very easily amused, or a mother who must say it was good to keep up with Joneses after the little bratess wanted to go watch it."
18,Moana,5,15 December 2016,Great soundtrack and visually creative but nothing much else to offer,"The positives: -Great soundtrack. FROZENesque, epic, catchy monologues that repeat in your head. Added with Lion King like incomprehensible but fun tunes with a Hawaiian twist this time. -Beautiful and creative visuals. One in particular I enjoyed a lot was the UNDER underwater world where the ocean served as the sky. The striking beautiful blue/turquoise water with lush green islands were treat for the eyes -No silly, typical Disney, forced romances. -Passes the Bechdel test easilyThe negatives: -Filled with clichés, unoriginal and overused themes, tropes, characters and dialogue etc.... -A lot of trouble with building engagement early on. All over the place with a lot of shifts -Annoyingly predictable, unfunny characters. Specially Maui with such cringe worthy, lame jokes. Maybe i'm too old to be amazed by easy punch lines, that end of the day are meant for kids -difficulty with tonal focus. -unnecessary, out of place scene with coconut pirates that add nothing to the story -lacked the charm and wonder i expect in a kids movie.My rating: -5/10 -Neither original or interesting but has one or two things going for it to be not disregarded. -Compared to other animated family movies this year, I would rank this below Finding Dory but above The Secret Life of Pets."
19,Moana,10,6 March 2017,Beautiful Movie,"This film is absolutely fantastic. Great CGI, great story, great voice cast, great music, and all around great everything. This truly is an instant cult classic that is going to go down in history as one of Disneys best. The CGI is beautifully detailed and polished. The sea and the hair of the characters look almost completely real. The story is absolutely amazing as well. It's not only thought provoking, but it also has everything, such as happiness, bravery, poignancy, and it just goes on a perfect flow that fits perfectly with what this film is about. The music is surprisingly pretty great in this film too. I think the writers did a splendid job with that as well. This film is beautifully animated and written, and I can't recommend this film enough for those who haven't seen it yet. I was pleasantly surprised and I think anyone who hasn't seen it yet will be as well."
20,Moana,2,27 November 2016,Formulaic and predictable,First I have to admit I do not like the name Moana. It sounds like someone is moaning. Moan-aaaa ahhhh no I really don't understand some people who have voted with ten stars this movie. It was not fun..predictable ..and not respected a lot the need to challenge. I think there is something suspicious is happening with the positive criticism here...simply don't listen to these trolls talking hallelujah about this movie claiming is it perfection - yes 10/10. I just feel sad for those who have give to that film that high rating. They are fooling themselves and I guess they have issues that need to take care of this issues with some professional help. I believe it is so unfair to see that a non entertaining comedy has 9 or 10 rating...and a fan movie has a low rating...all this makes me think that actually the rating system in here is for trash heads. Great job Disney...hope you stop buying votes in the future.
21,Moana,2,7 December 2016,Disney Conning America,"The most positive thing I can say about this movie is that it adheres to the formula very faithfully and it is not an unapologetic butchery like the new Star Wars. Apparently however, whether because of a lack of creativity or despite it, this film is extremely uncreative. At its best, which is a word one should not use about this film, it's how you imagined it. At its worst, if you've already watched Frozen, Snow White or Little Mermaid, it is frankly boring to watch and may disrupt the fancies of your imagination: I never imagined a girl sailing the ocean with a beefcake. The special effects don't go that far beyond stage play level and certainly don't live up to the reviews' descriptions. This movie has not been released to do anything new, and it's not worth the trouble obtaining watching in the theatre with 50 kids on smartphones around you. Read a book, cook or bake, actually talk to your children and think for yourself, or if you must enjoy some other movie on the same theme."
22,Moana,1,13 April 2017,"Yet again a musical, but not indicated","This is getting extremely tedious from Disney. Neither in the trailer, nor the description is it indicated that this movie is a musical! I detest musicals with a passion. I am not saying musicals are bad not enjoyable, by others, however I HATE, absolutely HATE them. Yet only Disney does not indicate clearly that their movies are musicals. The other one was Frozen."
23,Moana,7,15 June 2017,Meh. A pretty boring and average movie.,"The beginning was pretty interesting to me. But honestly, I expected more from this movie, more from Disney. So like I said, the beginning was pretty OK. But to me it just got more boring the more you watch it. Even the ending 'action' scene was pretty boring. I fell asleep 1/4 of the way into the movie, and I woke up on a scene kind of towards the middle. So it's pretty easy to say that the movie wasn't that good and it was too boring pretty much from the start.But my opinion might be because I like watching movies that are for older audiences, and Disney is just getting too old for me, but honestly, this movie isn't really that good in my opinion.I'd give it a 5 out of 10 because Disney didn't make this movie interesting enough for some older audiences to enjoy."
24,Moana,2,28 March 2017,"This Movie is one of the most stupid,generic,unfunny movies I've seen in a long time","I hate this Movie. Ironnicly,as I was walking up the stairs and into my seat, I had HIGH expectations. As I sat down excitement and the movie began...I hated the first few minutes. A few minites later added to the fire of my already burning hatred for it. Add 1 hour and 47 mins to that and I'm already clawing my eyes out. I'm gonna make this sweet and short. I felt like I was watching Frozen all over again, just with even more horrendous singing and somehow an even worse script. None of the jokes made me laugh, the best character in the whole movie was the chicken with the only trait as a character is being stupid and vulnerable and the only reason I didn't leave theatre was because it was new year's eve and I had nothing else to do. Can I say this?... This movie sucks..4/20(2/10)"
