,title,stars,date,r_title,text
10,Sing,2,24 December 2016,"Not fun or funny, not original, not inspirational. Rock bottom.","Family of four - 2 adults, one 7 year old, one 4 year old. Not one of us enjoyed it. Never mind the 4 year old. Never before have I seen my 7 year old being so bored by a movie that she wanted to walk out.If you've seen the trailers you've seen the best bits of the movie. That's it. There's nothing else to see there. I know you aren't going to believe me, but try and trust me. THIS is all there is. The exposition is boring. The story is too complicated and adult-themed for kids to understand, and too plain stupid for adults to relate to. The jokes are either too try hard (including fart jokes that even the kids didn't laugh at), or just plain misses. Racial stereotypes that wouldn't have looked out of place for a Dirty Harry movie. And for a supposedly musically themed movie, the music is pretty much absent for most of it.Here's my guess how this terrible mess happened. Imagine a Mitch Hedberg-like ""Club sandwich"" dialogue:I have an idea for a movie! A modern take on ""Fame"", but we replace the school with American Idol!Yeah, sounds good. But we've got to make it funny!OK. Funny... I know! How do you feel about talking animals?I'm for them!This movie is a go then! Let's release it in Christmas.Christmas... Then it needs to be animated.OK. Let's give to Illumination. They can polish anything.That's a deal!Bottom line. Skip it. Just skip it. Go see Moana, or Trolls, or don't go to movies at all, because this is probably as bad as it gets and it will ruin your Christmas."
11,Sing,3,10 January 2017,Yikes,"I don't write reviews often, but my friends and I decided to go see this due to all the great reviews, so I feel obligated to write a not so great review in hopes I can rescue at least one person from making the same mistake we did. It should be said I am an adult, but I'm a kid at heart and I love animated movies. This is the first animated movie I've ever seen that I just could not stand. The creators are getting lazy. You can't just create a bunch of animals and hire big name celebrities to do the voices and make them sing and expect it to be a good movie. Although I don't know, according to all the positive reviews, maybe you can? Here's my take on the movie: it was not funny (I didn't laugh once and I laugh at everything) and it was not cute (I also find most things cute). The story was very lazy and predictable. The characters were very annoying and unlikable. From start to end they are lying, stealing money, robbing, bullying one another, and then lying some more. But hey who cares, because in the midst of it all, they are singing! There's the cliché stern parent who doesn't support his child's dreams, until all of a sudden he does for no apparent reason. I realize this movie is for kids, but even the kids in the theater were running up and down the aisles because they were bored. If you enjoy quality animated movies with depth and creativity such as Toy Story, Finding Nemo, Up, Monsters Inc., etc then I would really advise against seeing this movie."
12,Sing,4,28 April 2017,"It Hits the Right Keys, but is Still a Rather Monotonous Tune","Well, I can certainly understand why the Golden Globes loved Illumination's thespian-infested movie. ​ Based around something as universally understood as music, Sing seems to be an appropriate first-time directing effort by the duo Christopher Lourdelet and Garth Jennings (who directed live action before). The result of their hard work brings a passable accomplishment by the studio's sixth ever full-length feature, even if no studio gamechanger nonetheless.The feature takes place in an unnamed San Fran-Los Angeles-esque city painted by Miami, home to many anthropomorphic mammals, reptiles, birds, primates, household pets, cephalopods, arachnids, and whales. We focus on six mammals: one a producer, five the lucky choices for his theater-saving singing competition. Plenty celebrity voices deliver occasionally terrific singing, although the minor roles' unfitting voices draw back the overall quality. Surprisingly however, the anthropomorphic individuals' subplots are all masterfully balanced in their yearnings on the road to fame and fortune:Buster Moon the koala (Matthew McConaughey) wants to keep the theater financially stable after his father passed down the torch. Despite being the lead, he is the least interesting cast member, more existing to vocalize the cliché morals. Though he still plays great off the more colorful characters, including his dimwitted senior secretary, Miss Crawly the iguana.Rosita the pig (Reese Witherspoon) wants to follow her passion away from her uncaring husband and twenty-five children. She soon meets unexpected challenges when the competition pairs her with an overly optimistic pig named Gunter. This widely marketed chunk of ham shockingly gets little stage time; and I should also mention how he flaunts an indistinguishable European accent exaggerated to the point of annoyance. The immature will worship him like Moccus, leaving adults to gag a bit while watching an overweight swine in a unitard stereotyping western culture.Johnny the gorilla (Taron Egerton) wants to escape his father's criminal lifestyle, and follow his heart for the microphone. Boys across all ages will relate to this highly soulful musician, despite a phoned in resolution to his subplot.Ash the porcupine (Scarlett Johansson) seeks public appreciation alongside her boyfriend/musical partner. While her story feels relatively unengaging compared to the others, she still brings a nice voice, especially when her guitar strums electrify her quills to the point of showering out.Mike the mouse (Seth MacFarlane) needs the prize money to pay back a bear gang who see him as a tasty meal. His ratty account maybe could have benefited from higher stakes against the law; but it does not matter anyway, for this crude comedian providing the voice amazingly makes a tiny crooner so ruggedly lovable with some spice thrown in.Meena the elephant (Tori Kelly) cannot pursue her love for singing, as her glossophobia gets in the way, with no thanks to her arrogant grandfather. She has the most poorly balanced yet easily relatable experience for all the boys and girls facing a similar fear.Together, doubt gets conquered in a unified walk to fame and fortune. So who ends up winning the competition?It doesn't matter! They are all too introspective to notice one another, as these well-rounded individual stories have zero interweaving amongst one another. In the end, Sing cares less about teamwork, and more about getting children to worship the most popular hits by Lady GaGa, Katy Perry, Taylor Swift, Carly Rae Jepsen, and everyone else out there (just stay through the credits, the list of songs used lasts over a minute). It doesn't matter if the human artist singles are sung by cute little animals; accompanied by predictable fart jokes, evidence proves why this movie aims squarely toward kids with an affinity of music over rules, offering the parents nothing more than a few scattered chuckles to at least manage without booing the artist offstage."
13,Sing,4,5 March 2017,"Dubious, vapid, trite, shallow, with nothing really to say at all","Trailing miles behind Pixar/Disney in the story department Illumination doesn't seem to be able to deliver anything worthwhile to audiences in terms of insight, laughs and meaning. They're still stuck in another decade as far as quality animation with depth is concerned, and this movie is not only no exception it pushes the bar even lower for them.There's nothing wrong with the look and sound of their productions but the content is shockingly vapid, and even worse sends out dubious messages to it's young an impressionable audiences.In this movie we have a gorilla family involved in organised crime portrayed as normal. They of course are voiced with non American accents cos crime is foreign, right? Then there's the mean-natured mouse who cheats the Russian bears at gambling and ends up with the tarty mouse and no repercussions for his mean-natured behaviour through out the whole movie.The Koala steals electricity and water and cons his way to keep his theatre alive, but this is just charming behaviour of course.The film is full of cliché character portrayals and vacuous 'role models' wrapped in the myth of singing stardom c/o the American idol myth.There is nothing of real value for children here, let alone any real depth for the average adult. The only thing going on here is a dark cynical racist pastiche of the ugliness of the entertainment industry played like it was a positive thing. Gee, thanks for your contribution to society."
14,Sing,1,24 June 2017,Sing is Garbage,"An admittedly glossy, but shallow, heartless, empty, and pandering mess of cinema, Sing is the 7th hit in a row for Illumination. Because with budgets as low as 631 million dollars, they'd really have to mess up to somehow make their money up and then some. While Minions is god awful, Sing seems to actually be somewhat liked by audiences. Who these people are, I have no idea. But IMDb and Rotten Tomatoes scores do indicate that plenty of people do very much enjoy the film, so let me try and explain to you why I think Sing is actually a terrible, awful, manipulative piece of crap. Have you ever seen The X Factor, and have you ever seen an animal? If you've answered ""yes"", you've basically seen Sing. Structurally, it has a bizarre setup, because there isn't really a single main character as there is...an ensemble of different characters who are all given just about the same amount of screen time, each with their own little side-plots that offer nothing more than vague stereotypes that all fit into the most trite movie clichés you could ever imagine. You have the Koala, voiced by Matthew McConaughey, whose business is struggling and desperately wants to succeed at his dreams of producing a popular show, because his dead father worked hard to get him to where he is now; There's the pig, voiced by Reese Witherspoon, who's a dedicated mother of 24, who never got to live her dreams of becoming a pop star because she had to look after her kids. Also, her husband works so hard, he basically ignores her. There's the arrogant mouse, voiced by Seth MacFarlane, who's undeniably talented, whose motivation is purely monetary. There's the edgy teenager/porcupine, voiced by Scarlett Johansson, punk rock rebel, who has dreams of becoming a singer and producing her own music. Then there's the shy elephant, voiced by Tori Kelly, who dreams of being a singer, but can't get over her stage fright, which keeps holding her back. Then there's my favorite, the gorilla, voiced by Taron Egerton, who dreams of being a singer, but is held back by his dad who's in a gang, who robs banks, and is a wanted criminal. Now, apart from them all having the same exact dream of wanting to be a famous singer, what do you notice about all of these characters? Apart from being plain horrible, you'll notice that every one of these characters represents a demographic with a stereotype. Young children have the stupid fat pig character, voiced by Nick Kroll, who's just funny and random. The mothers have the other pig character, who's a relatable mother and, wow, isn't it really hard being a mother? Edgy teenage girls can relate to the porcupine who's having boyfriend trouble, and hates wearing anything with color. Edgy teenage boys can relate to the gorilla, who has father issues, and also appeals to those who want to rebel against what your parents say. Shy and reserved people have the elephant character who also happens to have a really stereotypical black family? Then the remaining characters appeal to everyone else, purely because they're cute or because they have vague motivations as us. Point is, everyone is covered, I don't think there's a single type of person who's missing a blatant, simplistic, unsubtle representation. And this movie takes it to the next level, as well, by applying the concept to the very plot itself. Everyone dreams of being a pop star, it's why The X Factor was so popular. So adapting that idea into a movie makes a lot of sense if you want to capture the most simplistic, predictable, general audience possible. So, the majority of the movie is dedicated to animating a bunch of trendy pop songs, that everyone is guaranteed to know at least one of. The segment most people know from this movie is the ""funny"" and ""hilarious"" audition scene in all of the trailers. Come to think of it, this film is basically an hour-and-47-minute-trailer. It has about as much plot and character progression as your average trailer does. And you can tell that certain scenes were specifically designed to be workable into a trailer. You know what, I don't even need to explain. Here's some videos for u; https://www.youtube.com/watch?v=EBe1hXRNi4g https://www.youtube.com/watch?v=OiDMJ-MstqQ Your welcome..."
15,Sing,4,28 January 2017,Let's Not Get Carried Away Here..,"Okay, so I am very confused here as to how this film is so highly rated.The animation itself and the sound design and music etc, is very well done. But considering its predecessors ('Illumination Entertainment') are Despicable Me & Minions, we have come to expect this high level of professionalism.The film as a whole was underwhelming and felt very flat. Twenty minutes into the film and the story was already very much underway and much of the 'laughs' - sorry, ALL of the 'laughs' - I had already witnessed from the countless trailers and adverts I have been subjected too since they were released about five months ago. Hence, by the time the film was finally released (Jan. 27th - UK & Ireland) the jokes were neither funny nor interesting and I was very bored.Moreover, the cinema packed with children and their tired parents let out VERY few laughs for the jokes and throughout the film, it was relatively silent from the audience. I could almost hear the children shuffling in their seats, eight rows behind me.The characters offered nothing new and it was a happy ending for all. Which confused me even more seeing as the obnoxious mouse got away Scott-free with his slutty mouse friend in his snazzy red sports car, paid for by the money he stole from the bears by cheating at poker.WHAT MESSAGE IS THAT FOR CHILDREN?!I have no idea. I have NO idea.Bottom line, the film suffered from being over-hyped, bringing us nothing new and a theme that was very confusing. The songs used were performed well and I appreciated the concept of the animated-take on today's singing competitions. But let's not get carried away here, the film is just about average."
16,Sing,7,17 January 2017,Sing is not worth singing praise about. It was just alright. Mediocre.,"Besides Disney & Pixar, Illumination Entertainment has been on something of an animation roll as of late, ever since 2010's 'Despicable Me'. Despite, most of their films, not being hits with critics, their movies continue to make mad cash. Sadly, their newest movie 'Sing' is one of their weakest. Directed & written by Garth Jennings and co-directed by Christophe Lourdelet, the film tells the story of a group of anthropomorphic animals such under-appreciated pig mama Rosita (Voiced by Reese Witherspoon); the gentle son of a gorilla crime boss, Johnny (Voiced by Taron Egerton), punk-rocker porcupine Ash (Voiced by Scarlett Johansson), arrogant mouse street performer, Mike (Voiced by Seth MacFarlane) and shy elephant, teenager Meena (Voiced by Tori Kelly), who has the pipes but not the confidence, all entering a singing competition, hosted by an ambitious theater-owning koala Buster Moon (Voiced by Matthew McConaughey), who needs a hit show to save his beloved theater from foreclosure. Without spoiling the movie, too much, I have to say, the way, they introduce all these characters in the beginning of the film, was very awkward. The quick fast jump transitions was just too much. It seem, early second that it was moving, without giving enough time to establish, who they truly are. I really didn't like it. The film pacing was all over the place. Another problem with this movie is how many songs, were feature in this film. 80 songs ranging from the 1940s to 2010's is way too much for a jukebox musical. Because of this, the film's music felt more like an endless amount of swiping through Pandora than a great use of storytelling device. Plus, of the many, many pop songs used in this family film's soundtrack, there are a few that are rather explicitly not kid-friendly, including ""Butterfly"" by Crazy Town, which is subtly, about cunnilingus, and ""Anaconda"" by Nicki Minaj, which is explicitly about having intercourse. So that was weird. Honestly, the movie could had work better, if they allow a few songs to sink in, throughout the film. Instead, it felt more like white noise, for most of the 110 minute film, until the final act. Despite that, I do like the last bit of the movie, where the songs do come to characterization the revealing thoughts and feelings of a given character. For example, 'Shake it off' by singer, Taylor Swift, show Rosita's story arc, as she wants to prove to her family what a talented singer she is. Another is ""I'm Still Standing"" from music artist, Elton John is about someone who was under a negative influence, and who managed to break out of it and stand strong without it. A perfect fit to Johnny's relationship with his father. The same, can be, with 'Set it All Free' by songwriter, David Bassett, 'Don't You worry about a thing' by Stevie Wonder and 'My Way' by singer, Paul Anka. It reflects about their live, and having no regrets on how they lived it. All amazing performances from all the voice actors, even if the Seth MacFarlane one seem the most generic in how much, he sings it, outside from this film. Still, if I had to cut one, it would be, his, since it didn't seem like his Mike character had a personality arch to be nicer. He is a rat in the beginning, and still, a rodent in the end. All he manage to do, is waste screen time. However, I can praise the other actors in the roles, they were given. Each one of them, made it, their own, despite some of their cartoon animal counterpart having some characteristic stereotypes that can be view as racism like having black gorillas as violent thugs or sexism, like one character being ignored by her husband until dressing up in a promiscuous cat suit, trigger him to like her. In my opinion, it wasn't too jarring as it was in Disney version of talking animal kingdom, 2016's 'Zootopia' with its gender, socioeconomic status, and ethnicity thoughts of prejudices and discrimination. While, 'Zootopia' is by far, the better film, since it was thought-provoking and had better jokes. I thought 'Sing' did have some moments that really pull you in. The movie did had some humor that was a bit interesting. Great use of foreshadowing, and like I said before, the characters backstory is what makes this movie and their drive to win the money, unique. Yet, I do have to say, I hate how the film abandoned the competition part, toward the third act. It lesser the pressures of them, trying to achieve their goals. I would love to see, some of them, fail at it and one had success, like any other competition show. Yes, it would had be, risky, but it would be more like it is in life and would show that not everybody can have success. In my opinion, the ending was a little too child-friendly. After all, in true-life, not everything can be patch up with music. If anything, solo success destroy family units, not bring them, closer to together. Overall: Due to a few missteps, 'Sing' is not worth the price of admission. Still, it worth checking out as a rental. It's a fun movie, but it falls short of being great."
17,Sing,3,25 December 2016,Second-hand embarrassment,"And so this ends the tiring amount of movies all about animals this year.I went to the theater to see a movie for Christmas. I was torn between wanting to see Star Wars Rogue or Sing. But since I haven't seen much of the original Star Wars, I wasn't too sure about seeing it and decided against it to see Sing since I love songs.As a music fan, I was very disappointed. It was bland, it was clichéd, and the dramatic parts were forced, or is it just me ignoring the movie by looking at my phone because I don't give a crap and it was quite boring?Rosita's piglets and those radio animals don't contribute much to the story and were just there for almost pure annoyance. Taking the piglets out will not chance the story and maybe even the radio animals.It's like the writers weren't even trying to make these characters sympathetic. Few of the characters were jerks The plot is contrived and lazy. The jokes were funny and annoying at the same time especially that fart scene, I have had enough of fart scenes! They are NOT THAT funny!The character design was ugly and sick to watch.Now for the plus, well, the animation was dazzling and sparkling. Most of the voice actors did really well singing and voicing their characters and they should be proud. There was a little obnoxious singing in there but not that much. I think kids might like to sing along to some of the great songs in here, other songs that were covered I didn't like so much. Though, I don't understand why for God's sake, they put Anaconda in a kids movie! Even if it's just a little bit, ugh!-_- And what is with people and twerking these days?Though, this movie could've been better and I was disgusted at how many famous actors they put in this movie. Just because it's a movie about characters singing famous songs, you put famous actors in there? And Reese Witherspoon is one of my favorite actors and she should be spending her time voicing a better movie than this.There was a bit too many famous songs in there for me.I guess I'm not into these type of movies."
18,Sing,2,10 January 2017,Not as innocent as it seems,"I was not impressed with this film at all. It is supposedly targeted at young kids and families, but I do not agree. I did not appreciate the casual, off-hand references to adult content. Twerking (when the bunnies are auditioning to a Nikki Manaj song, swinging their behinds at the audience and singing 'Oh my God, look at her butt'), smoking drugs (at a party/club one of the animals looks at an inhaler and asks ""What do you smoke in this?""), and the underlying fact that one of the animals is living with her boyfriend. Depending on the values that parents want to instill in their children, this movie is questionable. Because young kids are like sponges that soak up everything they see and hear, parents need to be careful and considerate before showing this film to their children."
19,Sing,8,17 December 2016,"Sensational dramatic experience. Full of joy, tears, laughter and pleasure","I did not like the trailer, nor the poster. I got a free voucher and I had to use it. I was surprised that the movie got a high rating at IMDb (>7), ""what the hec"" I said; I will just see it. From the 1st five minutes I was attracted to the amazing characters and the plot. It was a totally different experience to me than any other movie; I literally burst in laughter in some scenes and cried in others; my feet were dancing whenever they sing a song and it all reach a breath-taking climax at the end. The plot brings amazing background story of each character and dramatically shows us how they all overcome their troubles to reach their goals. You should see this movie and enjoy the music and the character development. I rated it 8"
20,Sing,9,22 December 2016,So Cute,"I really enjoyed this cute animated film. Even as an adult, I still love seeing these type of movies. I really hope there is a sequel. I will definitely go back to see the next. I love how they keep it family oriented. Take your girlfriend or boyfriend on a date to see this cute cinematic film. I really enjoyed this cute animated film. Even as an adult, I still love seeing these type of movies. I really hope there is a sequel. I will definitely go back to see the next. I love how they keep it family oriented. Take your girlfriend or boyfriend on a date to see this cute cinematic film.I really enjoyed this cute animated film. Even as an adult, I still love seeing these type of movies. I really hope there is a sequel. I will definitely go back to see the next. I love how they keep it family oriented. Take your girlfriend or boyfriend on a date to see this cute cinematic film."
21,Sing,8,22 December 2016,A whole new kind of Hybrid flick,"Forget the book version reviews, they like their own voice.I was very surprised at this movie. The depth of the character development for animated people/animal things. The number of characters was complex but complimentary. The thorough plot and plot twists. And then the music, singing. Super heavyweight Jen Hudson, pros like Reese Witherspoon, Tori, Jennifer Saunders, John Reilly. The singing built up throughout. And shocker to me Scarlett Johansonn was awesome. Its got fart jokes, jiggly pig bellies, sad family tales and a really super ending.Pay your dues, have no expectations, sit and enjoy. Sing my arse, they Jennifer Hudson'ed this flick. Awesome !!"
22,Sing,,7 December 2016,"Great Story, Tons of Songs, Awesome 3D Animated Movie","Well this movie was a bit different than I anticipated. When I watched the trailer, all I can think of was a movie only adapting the singing competition in the television like American Idol or The Voice with various characters competing to win. But it turned out to be something completely different. I personally was satisfied with the story and characters development. I think we can probably relate to or symphatize on the characters.The songs in this movie were a lot. If you think that the movie Trolls has got a lot of songs, then this is even more! You can definitely like some of the songs sung by these characters and probably knew most of them as well. Meanwhile the performances of these characters in the finale were real awesome. You would feel all sort of emotions watching them. Despite the movie categorized as suitable for general audience (including children), I believe the story of the movie was a bit heavy. Children could be entertained in some parts of the movie, or even the singing part. But I feel the movie is more suitable for teens and above to be able to capture the essence/moral message of the movie which was to always pursuit your dreams. There was also a very spirit lifting phrase that Buster said in the movie, which you can see for yourself.This movie was produced by Illumination Entertainment, the production company that brought to you Despicable Me and those cute Minions. Unlike the previous animated movie The Secret Life of Pets where there was a short very funny movie of Minions before the start of the movie, this one did not have it. There was no scenes after the end credit either. So if you wish to go to the rest room after holding it during the movie, you can go right ahead. Unless of course if you want to see the end credits and wanted to see what songs were there in the movie.The animations as usual were amazing. I am quite sure there are glimpses of good effects if you watch in 3D. The songs were good, so if you want to enjoy a better music effect, then you definitely can enjoy them better when watching at cinemas with good special sound effects. Oh 1 thing that I was not happy was the trailer of this movie that had been playing in theaters earlier. I think it revealed too much information and important scenes. But anyway, if you are looking for fun entertaining animated musical movie with lots & lots of songs, then this movie is definitely for you.For my complete review, pls see michaelnontonmulu.blogspot.co.id"
23,Sing,4,3 January 2017,I'm not sure I sorted through that to find the message,"I'm not sure what the message was... Ego, cheating, debt will get you a nice car and babes? Be yourself, unless someone tells you to do something else? For every thousand people following dreams only 5 of them will get selected? Passion doesn't always equal talent? If you are smart enough the people you cheat and steal from can't touch you. I like the understanding the boy and his father came to. I've usually found that a good movie focuses on conveying a good clear theme or message and this one was kind of all over the place with weird conflicting messages. It kind of felt like a movie trying to ride on some of the success from Zootopia."
24,Sing,5,20 April 2017,Very Average Movie,"I enjoyed watching this movie, but the word that comes to mind is shallow. My wife and I actually have a podcast about movies and we decided there just wasn't anything to talk about so we didn't record an episode on this one.The music is good, but it's not great. The story is mostly predictable. The characters are not terribly interesting (although the gorilla character does have some good depth).Overall this is a movie that, if I saw it on TV I would leave it on as background noise, but will not seek out watching it again."
25,Sing,1,8 April 2017,Scarier than a horror movie - the biggest insult to music I've ever witnessed,"Sing depicts an animal society in which the art of making money and writing music are the same thing. Where art directors take pride in admitting they know nothing about art. Where angry teenagers who wants to rock their confusion out of their system are told to dress like princesses and dance like teen idols in order to become ""rock stars"". Where a former successful theatre's only chance to survive is to put on a TV-like talent show where no one learns anything except that all the promises they've been made are nothing else than an old chest full of junk. The clear message behind Sing is so largely accepted by society nowadays as the ""real thing"" that it doesn't even need to be hidden with metaphors and is this: ""Don't even to try to be yourself. Instead, put all your talent, effort and ambitions in trying to become exactly what the paying audience wants, because that is your only chance to escape your miserable life"".Nobody should watch this movie, for no reason, ever."
26,Sing,3,30 December 2016,"It's Bad, But At Least There Are No Minions In Sight","2016 has been a porcupine quill in the eye, so it feels appropriate that Sing, a decided disappointment, is the last movie I review this year. Illumination (Minions, Despicable Me) might be the most mediocre studio around; each of their movies have such potential, yet refuse to reach past clichéd stories, characters, and humor. Sing is no different, leaning on montages to fix problems, stilted familiarity to force emotion, and a long-expired message about kids being themselves. Gimme a break. It starts great, introducing us to each of the singing-animal characters with a flying shot, letting us know how they're music affects and is affected by the life around them. Unfortunately from there, each high note the movie hits is undercut by a sour one. The lack of one clear protagonist gives it some stakes, but they do little with them except to bombard us with ""The Voice"" style sob stories. The song performances definitely have their moments, but they also have their annoyances (Crazy Town's ""Butterfly""; rabbits singing ""Anaconda""; yet ANOTHER cover of ""Hallelujah""). The one decent character, a soulful gorilla named Johnny, is even ruined by a dangerously cynical parenting storyline. Worst of all, the humor fails. In my theater, the only joke that garnered real guffaws was a shoddy gag about nervous farting. The characters being animals serves no purpose but to cheaply engage children, unlike the far superior Zootopia from earlier this year, which used its non-human characters to great comedic and thematic effect. I guess if you found the trailers for Sing hilarious, emotionally fulfilling and coherently plotted, then you may enjoy this. Otherwise, don't buy a ticket for this show."
27,Sing,8,16 December 2016,Beautiful,"A movie whose characters are all animals but in anthropomorphic shape and with human feelings and reactions. Their number is extremely varied: koalas (the chief character is one), elephants, gorillas, dogs, giraffes, etc. and even squids. Their facial expressions are extremely human. And the urban atmosphere is totally human: the buildings, the streets, the cars and the traffic. The story is rather interesting. The main character, a human koala, organizes a singing competition to try to restore the old prestige of his beautiful theater. This meets with several problems including a flood that destroys the theater building meanwhile. But having the friendship and help of his public he ends up having his theater rebuilt and gives a nice concert in it."
